,cstName,Email,City,Zip,PhoneNumber,Country,CreateDate,TransactionID,PurchaseDate,Name,Region,ZipCode_2,StreetAddress,ItemName,Description,Category,ItemPrice,LineItemAmount,Quantity,Amount,CCNumber,CardSecurityCode
111,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,84407-8450,2019-12-06,Wholesome,California,98182,4942 Ac Rd.,water,24 oz,beverage,2.95,11.8,4.0,36.8,4035016257358765,683
45,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,77111-6134,2020-02-07,Not Just Groceries,CA,97888,"1437 Sed, Av.",seeds,misc plant seeds,plants,15.0,75.0,5.0,75.0,5323268860071477,165
914,William Flores,WilliamYFlores817@msn.com,Seattle,34039,5096960490,Slovenia,2018-07-30,36586-4003,2019-01-28,West Port Goods,WA,98788,"8052 Adipiscing, Street",cereal,12 oz bag,food,4.0,20.0,5.0,176.38,4822340311728157,837
947,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,85236-4257,2020-05-15,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,6 oz,beverage,1.95,9.75,5.0,103.55,5400126854518720,938
205,William Flores,WilliamYFlores817@msn.com,Seattle,34039,5096960490,Slovenia,2018-07-30,53481-3923,2020-01-13,The Corner Store,Washington,98000,8516 Amet St.,candy,variety pack,food,3.25,6.5,2.0,90.75,5245633235675228,924
1092,Christine Kelley,Christine_Kelley894@gmail.com,Sacramento,91890,3606001876,Belarus,2018-01-19,82825-2492,2019-10-22,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,24 oz,beverage,4.5,13.5,3.0,105.85,4687662741036824,375
271,Robert Watford,Robert_Watford94@comcast.net,Bellevue,67555,2131179669,British Indian Ocean Territory,2020-01-10,90959-4577,2020-09-03,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,24 oz,beverage,2.95,5.9,2.0,31.9,5076616627031077,897
326,Linda Matin,LindaMatin615@msn.com,Los Angeles,68016,2065577867,Romania,2020-04-23,95656-6871,2020-05-13,Authentic Shoppe,OR,96587,5111 Penatibus Rd,green algae,,plants,2.0,2.0,1.0,83.9,5752530656131162,823
412,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,26958-5248,2019-11-10,The Corner Store,Washington,98000,8516 Amet St.,cereal,12 oz bag,food,4.0,16.0,4.0,49.19,5435500472841052,598
460,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,19202-2257,2019-03-22,The Full Cart,Oregon,93455,5342 Ligula. Ave,peace lily,white pedal,plants,100.0,300.0,3.0,848.73,4803828212443701,369
1130,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,78753-5834,2019-09-28,The Full Cart,Oregon,93455,5342 Ligula. Ave,candy,variety pack,food,3.25,13.0,4.0,131.8,5086844473040272,938
19,Pamela Bramer,Pamela_Bramer436@yahoo.com,Portland,72636,7148770144,French Polynesia,2018-08-16,77628-7533,2019-11-21,Yummy Store,WA,98001,9128 Egestas Avenue,coke,24 oz,beverage,4.5,9.0,2.0,25.9,4407560450026345,402
1155,Christopher Erickson,ChristopherErickson292@yahoo.com,Oregon City,79684,7141178894,Spain,2020-02-09,70787-2809,2020-02-20,West Port Goods,WA,98788,"8052 Adipiscing, Street",bread,single sliced,food,4.0,8.0,2.0,50113.0,4611213787368514,581
898,Andrea Moorhead,AndreaMoorhead646@yahoo.com,Bend,58821,7075817620,Gambia,2020-08-06,85112-6468,2020-07-20,Healthy Treats,WA,91222,8390 Integer St,seeds,misc plant seeds,plants,15.0,75.0,5.0,10104.05,4348681361386851,317
333,Linda Matin,LindaMatin615@msn.com,Los Angeles,68016,2065577867,Romania,2020-04-23,12211-4100,2019-12-03,The Full Cart,Oregon,93455,5342 Ligula. Ave,green algae,,plants,2.0,6.0,3.0,49.55,4856482812046254,241
953,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,52326-4351,2019-03-05,Yummy Store,WA,98001,9128 Egestas Avenue,coke,24 oz,beverage,4.5,4.5,1.0,15.5,5431801021746842,520
885,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,38677-5591,2019-12-05,The Corner Store,Washington,98000,8516 Amet St.,seeds,misc plant seeds,plants,15.0,30.0,2.0,40041.9,4734466006130633,377
829,Pauline Moran,Pauline-Moran27@comcast.net,Olympia,89780,5101025262,Bahamas,2017-05-15,87177-3463,2020-04-29,Authentic Shoppe,OR,96587,5111 Penatibus Rd,,,toiletries,10000.0,10000.0,1.0,10166.9,4261805324532151,255
500,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,54261-9702,2020-02-08,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,50.0,2.0,30116.95,5534845351005165,599
874,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,69819-5952,2020-03-22,Healthy Treats,WA,91222,8390 Integer St,candy,variety pack,food,3.25,3.25,1.0,71.25,4744632760852507,701
159,Michael Shepherd,MichaelyShepherd55@msn.com,Sacramento,65403,4587816189,Andorra,2020-08-02,66663-9400,2019-10-07,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,24 oz,beverage,4.5,22.5,5.0,85.0,4647271306337230,389
790,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,44838-5644,2020-05-18,Not Just Groceries,CA,97888,"1437 Sed, Av.",cereal,12 oz bag,food,4.0,12.0,3.0,381.8,5151526241863156,179
215,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,70393-8483,2019-12-24,Healthy Treats,WA,91222,8390 Integer St,water,4 oz,beverage,0.95,2.85,3.0,110.75,5155808070862838,109
152,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,56278-7876,2019-12-03,Wholesome,California,98182,4942 Ac Rd.,cereal,12 oz bag,food,4.0,16.0,4.0,20125.0,5815037571264655,278
893,Andrea Moorhead,AndreaMoorhead646@yahoo.com,Bend,58821,7075817620,Gambia,2020-08-06,32312-3881,2019-07-15,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,75.0,5.0,827.5,5514046824730161,709
203,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,33618-4219,2019-07-28,The Full Cart,Oregon,93455,5342 Ligula. Ave,fruit,farmers market generic,food,5.0,20.0,4.0,443.35,5313333226076743,487
1096,Therese Lankford,Therese_Lankford996@gmail.com,Spokane,66222,4581754143,Thailand,2017-07-22,31526-8513,2020-08-29,Healthy Treats,WA,91222,8390 Integer St,cactus,a beautiful prickly,plants,10.0,10.0,1.0,72.45,4600484244125585,216
479,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,25665-7728,2020-03-27,The Corner Store,Washington,98000,8516 Amet St.,tooth paste,,toiletries,2.3,11.5,5.0,14.45,5170513835780516,597
462,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,19202-2257,2019-03-22,The Full Cart,Oregon,93455,5342 Ligula. Ave,peace lily,white pedal,plants,100.0,500.0,5.0,848.73,4803828212443701,369
976,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,59978-6794,2019-12-20,The Corner Store,Washington,98000,8516 Amet St.,sandwich,premade,food,12.44,24.88,2.0,47.68,5088330510474763,260
143,Craig Otoole,CraigOtoole12@comcast.net,Bellingham,73377,2091389550,Belgium,2017-09-17,26490-4613,2019-08-22,West Port Goods,WA,98788,"8052 Adipiscing, Street",fruit,farmers market generic,food,5.0,5.0,1.0,58.76,5430355664821151,109
247,David Collins,DavidCollins783@comcast.net,Tacoma,86714,2535239932,Syrian Arab Republic,2018-06-09,12414-4571,2020-04-28,West Port Goods,WA,98788,"8052 Adipiscing, Street",seeds,misc plant seeds,plants,15.0,15.0,1.0,33.0,5057111121844825,460
840,Virgil Jackson,VirgilbJackson160@aol.com,Eugene,99030,7144079280,"Micronesia, Federated States of",2018-03-26,39362-6198,2020-01-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",tissues,,toiletries,5.0,15.0,3.0,27.8,5610228402887842,628
105,Belinda Dawkins,Belinda_Dawkins163@aol.com,Portland,56555,5415571588,Algeria,2017-05-17,43544-2553,2019-11-27,Wholesome,California,98182,4942 Ac Rd.,water,6 oz,beverage,1.95,1.95,1.0,40028.05,4216577681244033,352
452,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,93245-7150,2019-08-05,The Corner Store,Washington,98000,8516 Amet St.,tooth paste,,toiletries,2.3,2.3,1.0,41.8,5033657337034040,540
1137,Sandra Jackson,SandraJackson94@aol.com,Tacoma,49329,3609172098,Bangladesh,2017-07-19,57987-2208,2019-11-10,Healthy Treats,WA,91222,8390 Integer St,tooth paste,,toiletries,2.3,2.3,1.0,40118.000000000015,5785424680662356,501
610,Yolanda Harrison,YolandaBHarrison329@comcast.net,San Diego,71112,2132481811,Lao People's Democratic Republic,2018-03-26,76595-8664,2019-05-05,The Corner Store,Washington,98000,8516 Amet St.,bread,single sliced,food,4.0,16.0,4.0,106.9,4788330103851551,200
802,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,55855-8893,2020-07-12,Healthy Treats,WA,91222,8390 Integer St,water,4 oz,beverage,0.95,0.95,1.0,24.1,4034614502234374,621
954,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,52326-4351,2019-03-05,Yummy Store,WA,98001,9128 Egestas Avenue,green algae,,plants,2.0,6.0,3.0,15.5,5431801021746842,520
751,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,99084-8389,2020-04-16,Healthy Treats,WA,91222,8390 Integer St,,,toiletries,10000.0,30000.0,3.0,30325.0,4588588802327380,965
935,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,69819-9318,2019-10-22,Authentic Shoppe,OR,96587,5111 Penatibus Rd,green algae,,plants,2.0,2.0,1.0,21.25,5454104774238121,610
614,Yolanda Harrison,YolandaBHarrison329@comcast.net,San Diego,71112,2132481811,Lao People's Democratic Republic,2018-03-26,76595-8664,2019-05-05,The Corner Store,Washington,98000,8516 Amet St.,candy,variety pack,food,3.25,13.0,4.0,106.9,4788330103851551,200
1169,Vivian Bredesen,VivianNBredesen225@msn.com,Los Angeles,35196,5107398767,Uzbekistan,2017-06-06,27393-7405,2020-07-30,The Corner Store,Washington,98000,8516 Amet St.,cactus,a beautiful prickly,plants,10.0,50.0,5.0,78.0,4508282337675157,280
1077,Melissa Burgos,Melissa-Burgos386@comcast.net,Tacoma,41877,5411269040,Bahamas,2020-01-10,18200-4063,2019-06-11,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,6 oz,beverage,1.95,3.9,2.0,30091.4,5548416815015062,442
1093,Christine Kelley,Christine_Kelley894@gmail.com,Sacramento,91890,3606001876,Belarus,2018-01-19,82825-2492,2019-10-22,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,24 oz,beverage,4.5,13.5,3.0,105.85,4687662741036824,375
64,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,52992-1812,2019-07-29,Healthy Treats,WA,91222,8390 Integer St,fruit,farmers market generic,food,5.0,15.0,3.0,40023.85,4658412086185387,135
850,Virgil Jackson,VirgilbJackson160@aol.com,Eugene,99030,7144079280,"Micronesia, Federated States of",2018-03-26,81496-2458,2020-03-25,Not Just Groceries,CA,97888,"1437 Sed, Av.",green algae,,plants,2.0,6.0,3.0,40057.07,4423643331085772,835
946,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,85236-4257,2020-05-15,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,24 oz,beverage,4.5,4.5,1.0,103.55,5400126854518720,938
642,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,82201-4409,2019-01-01,Healthy Treats,WA,91222,8390 Integer St,tissues,,toiletries,5.0,10.0,2.0,20025.4,5626606128871241,592
795,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,87414-4894,2020-01-20,Not Just Groceries,CA,97888,"1437 Sed, Av.",peace lily,white pedal,plants,100.0,200.0,2.0,246.72,5328714508352457,305
1081,Nancy Colon,NancyColon980@aol.com,San Francisco,88212,4258071489,Holy See (Vatican City State),2018-06-21,94571-7565,2019-07-15,Healthy Treats,WA,91222,8390 Integer St,water,6 oz,beverage,1.95,7.8,4.0,23.8,4157130864348404,679
736,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,21769-2392,2019-01-10,Not Just Groceries,CA,97888,"1437 Sed, Av.",,,toiletries,10000.0,10000.0,1.0,10039.3,4578602867557154,184
228,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,75443-9515,2019-11-07,Yummy Store,WA,98001,9128 Egestas Avenue,cereal,12 oz bag,food,4.0,8.0,2.0,96.7,4052723883771775,626
84,George Lagasse,George-Lagasse930@aol.com,Bellingham,40744,5413865891,Indonesia,2018-10-21,80616-6258,2020-01-02,West Port Goods,WA,98788,"8052 Adipiscing, Street",peace lily,white pedal,plants,100.0,100.0,1.0,178.0,4874783741344474,909
975,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,59978-6794,2019-12-20,The Corner Store,Washington,98000,8516 Amet St.,water,6 oz,beverage,1.95,5.85,3.0,47.68,5088330510474763,260
1117,Robert Dennis,RobertvDennis964@msn.com,Oregon City,99862,2537000464,Pitcairn,2018-05-07,73202-6776,2019-07-08,Yummy Store,WA,98001,9128 Egestas Avenue,green algae,,plants,2.0,10.0,5.0,52.57,5576748814844060,216
368,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,73429-1269,2019-07-27,West Port Goods,WA,98788,"8052 Adipiscing, Street",cactus,a beautiful prickly,plants,10.0,10.0,1.0,37.34,4224452144727668,340
848,Virgil Jackson,VirgilbJackson160@aol.com,Eugene,99030,7144079280,"Micronesia, Federated States of",2018-03-26,81496-2458,2020-03-25,Not Just Groceries,CA,97888,"1437 Sed, Av.",chips,generic chip,food,2.0,4.0,2.0,40057.07,4423643331085772,835
512,Ann Child,Ann-Child12@gmail.com,Seattle,82094,7073911159,Ukraine,2017-03-19,37862-3207,2019-07-17,Not Just Groceries,CA,97888,"1437 Sed, Av.",sandwich,premade,food,12.44,24.88,2.0,53.43,4654677003540466,388
189,Jason Bean,Jason-Bean487@aol.com,Portland,62433,5037207907,Guinea,2018-10-01,22194-7784,2019-12-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",sandwich,premade,food,12.44,62.2,5.0,114.95,4828868021310742,754
1003,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,69202-2226,2019-07-03,The Corner Store,Washington,98000,8516 Amet St.,fruit,farmers market generic,food,5.0,15.0,3.0,47.25,4270461515287351,479
1047,Micheal Carroll,Micheal_Carroll452@aol.com,Bend,90438,5098179184,Ireland,2018-10-30,68549-2502,2020-02-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",green algae,,plants,2.0,6.0,3.0,135.75,4083526828725723,880
555,Norma Huerta,Norma-Huerta611@msn.com,Eugene,70808,2094585737,Greenland,2017-05-22,71811-3130,2020-05-27,Healthy Treats,WA,91222,8390 Integer St,green algae,,plants,2.0,4.0,2.0,20.0,4626766651361171,885
686,Earl Tenneson,Earl-Tenneson195@hotmail.com,Seattle,80930,7072030503,Saint Kitts and Nevis,2020-01-02,33922-2539,2020-05-26,Authentic Shoppe,OR,96587,5111 Penatibus Rd,candy,variety pack,food,3.25,9.75,3.0,24.5,5362540023486677,340
480,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,25665-7728,2020-03-27,The Corner Store,Washington,98000,8516 Amet St.,water,24 oz,beverage,2.95,2.95,1.0,14.45,5170513835780516,597
427,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,81862-4397,2020-04-14,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,8.850000000000003,3.0,537.85,5205888722606740,520
408,Michael Riley,MichaelkRiley979@comcast.net,San Jose,92741,7077017509,Somalia,2019-10-06,42569-6416,2019-10-17,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fruit,farmers market generic,food,5.0,5.0,1.0,39.75,4161714285183143,998
705,Ronald Tanner,Ronald_Tanner756@hotmail.com,Seattle,46752,3608587387,"Virgin Islands, British",2017-09-25,98445-9360,2019-08-24,Wholesome,California,98182,4942 Ac Rd.,,,toiletries,10000.0,50000.0,5.0,50153.2,5281206573512815,490
1144,Sandra Jackson,SandraJackson94@aol.com,Tacoma,49329,3609172098,Bangladesh,2017-07-19,82599-5007,2020-06-08,Healthy Treats,WA,91222,8390 Integer St,green algae,,plants,2.0,6.0,3.0,66.55,5254681228403401,731
737,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,52177-7157,2019-03-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,6 oz,beverage,1.95,7.8,4.0,112.6,4360854505870672,526
1062,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,92499-8375,2019-12-04,Healthy Treats,WA,91222,8390 Integer St,green algae,,plants,2.0,6.0,3.0,185.5,4357144383680673,769
915,William Flores,WilliamYFlores817@msn.com,Seattle,34039,5096960490,Slovenia,2018-07-30,36586-4003,2019-01-28,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,25.0,1.0,176.38,4822340311728157,837
242,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,84762-2598,2019-07-22,Healthy Treats,WA,91222,8390 Integer St,cactus,a beautiful prickly,plants,10.0,40.0,4.0,78.0,4574385301417666,907
723,Beth Dickerson,Beth-Dickerson951@comcast.net,San Diego,48173,2096211375,Turkey,2020-05-23,26779-2608,2019-12-02,Not Just Groceries,CA,97888,"1437 Sed, Av.",tooth paste,,toiletries,2.3,4.6,2.0,4.6,5204312101431812,729
435,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,30112-6655,2020-03-20,The Corner Store,Washington,98000,8516 Amet St.,fruit,farmers market generic,food,5.0,20.0,4.0,10040.0,4354322225123331,888
481,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,86158-9083,2020-08-14,The Corner Store,Washington,98000,8516 Amet St.,candy,variety pack,food,3.25,16.25,5.0,73.03,5342234032681703,932
366,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,73429-1269,2019-07-27,West Port Goods,WA,98788,"8052 Adipiscing, Street",bread,single sliced,food,4.0,12.0,3.0,37.34,4224452144727668,340
926,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,98763-3665,2020-06-26,West Port Goods,WA,98788,"8052 Adipiscing, Street",fruit,farmers market generic,food,5.0,10.0,2.0,763.66,5525446163886557,513
805,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,94581-4754,2020-02-14,Not Just Groceries,CA,97888,"1437 Sed, Av.",bread,single sliced,food,4.0,4.0,1.0,87.5,5740448420208773,512
1126,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,85863-7340,2019-05-31,Authentic Shoppe,OR,96587,5111 Penatibus Rd,peace lily,white pedal,plants,100.0,200.0,2.0,208.0,4455834782701488,222
216,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,70393-8483,2019-12-24,Healthy Treats,WA,91222,8390 Integer St,water,6 oz,beverage,1.95,3.9,2.0,110.75,5155808070862838,109
592,Mark Ward,MarktWard616@yahoo.com,Sacramento,73646,2067260077,French Southern Territories,2019-08-02,44943-9372,2020-04-17,The Corner Store,Washington,98000,8516 Amet St.,chips,generic chip,food,2.0,4.0,2.0,100.8,5721166417400243,497
181,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,69156-5159,2020-01-22,Yummy Store,WA,98001,9128 Egestas Avenue,coke,16 oz,beverage,2.95,2.95,1.0,51.95,5688570627285761,739
832,Pauline Moran,Pauline-Moran27@comcast.net,Olympia,89780,5101025262,Bahamas,2017-05-15,76262-1157,2020-03-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,green algae,,plants,2.0,2.0,1.0,25.0,5856523176273842,207
332,Linda Matin,LindaMatin615@msn.com,Los Angeles,68016,2065577867,Romania,2020-04-23,12211-4100,2019-12-03,The Full Cart,Oregon,93455,5342 Ligula. Ave,tissues,,toiletries,5.0,5.0,1.0,49.55,4856482812046254,241
997,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,81264-5078,2020-01-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,24 oz,beverage,2.95,2.95,1.0,431.15,5626623055211857,715
641,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,89094-1367,2019-10-13,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,12 oz,beverage,1.25,1.25,1.0,19.55,5732474380183083,941
319,Vivian Bredesen,VivianNBredesen225@msn.com,Los Angeles,35196,5107398767,Uzbekistan,2017-06-06,52076-3640,2020-06-17,Not Just Groceries,CA,97888,"1437 Sed, Av.",tissues,,toiletries,5.0,10.0,2.0,55.48,4186221135512311,445
286,Nancy Colon,NancyColon980@aol.com,San Francisco,88212,4258071489,Holy See (Vatican City State),2018-06-21,21107-6895,2020-02-24,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,4 oz,beverage,0.95,3.8,4.0,10062.77,4286472251182304,877
31,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,37473-8757,2020-05-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,24 oz,beverage,4.5,13.5,3.0,71.25,4573685221710651,296
1039,Erica Johnson,Erica_Johnson544@msn.com,Eugene,44149,2532631717,"Congo, The Democratic Republic of the",2019-11-04,83388-5513,2019-02-19,The Corner Store,Washington,98000,8516 Amet St.,fern,has leaves,plants,25.0,125.0,5.0,150.0,4166805642862532,332
637,Michael Pompey,MichaelfPompey674@aol.com,Bend,86116,4585676062,"Virgin Islands, U.S.",2017-12-24,22698-7126,2019-05-12,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,12 oz,beverage,1.25,1.25,1.0,79.25,4645422467246063,751
581,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,66206-8566,2020-05-11,West Port Goods,WA,98788,"8052 Adipiscing, Street",,,toiletries,10000.0,50000.0,5.0,60004.5,4041011405260632,237
201,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,33618-4219,2019-07-28,The Full Cart,Oregon,93455,5342 Ligula. Ave,peace lily,white pedal,plants,100.0,400.0,4.0,443.35,5313333226076743,487
88,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,53483-2088,2019-05-14,Healthy Treats,WA,91222,8390 Integer St,green algae,,plants,2.0,8.0,4.0,30008.0,4765067240284006,228
483,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,86158-9083,2020-08-14,The Corner Store,Washington,98000,8516 Amet St.,sandwich,premade,food,12.44,24.88,2.0,73.03,5342234032681703,932
1139,Sandra Jackson,SandraJackson94@aol.com,Tacoma,49329,3609172098,Bangladesh,2017-07-19,57987-2208,2019-11-10,Healthy Treats,WA,91222,8390 Integer St,fern,has leaves,plants,25.0,100.0,4.0,40118.000000000015,5785424680662356,501
927,Charles Blanchard,Charles-Blanchard187@comcast.net,Bend,47786,7073058744,"Iran, Islamic Republic of",2019-05-10,98763-3665,2020-06-26,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,6 oz,beverage,1.95,3.9,2.0,763.66,5525446163886557,513
521,Brandy Iorio,Brandy_Iorio34@gmail.com,Salem,71436,7143692789,Cocos (Keeling) Islands,2020-08-29,50086-6973,2019-03-02,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,30.0,2.0,43.0,5473424167450135,628
668,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,88978-8341,2019-11-28,Healthy Treats,WA,91222,8390 Integer St,candy,variety pack,food,3.25,6.5,2.0,98.56,5441111682488367,640
688,Earl Tenneson,Earl-Tenneson195@hotmail.com,Seattle,80930,7072030503,Saint Kitts and Nevis,2020-01-02,58672-6912,2020-08-17,Authentic Shoppe,OR,96587,5111 Penatibus Rd,candy,variety pack,food,3.25,3.25,1.0,7.25,5737380366747248,657
902,Andrea Moorhead,AndreaMoorhead646@yahoo.com,Bend,58821,7075817620,Gambia,2020-08-06,85112-6468,2020-07-20,Healthy Treats,WA,91222,8390 Integer St,tooth paste,,toiletries,2.3,2.3,1.0,10104.05,4348681361386851,317
547,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,23725-6333,2020-07-22,Wholesome,California,98182,4942 Ac Rd.,coke,16 oz,beverage,2.95,8.850000000000003,3.0,26.9,4723385252107713,495
917,Kevin Payne,KevinuPayne297@comcast.net,Olympia,79534,2061846196,Malawi,2019-10-02,76656-6190,2019-08-23,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,24 oz,beverage,4.5,22.5,5.0,107.5,4487227402480201,293
889,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,79595-5748,2020-05-17,Healthy Treats,WA,91222,8390 Integer St,tooth paste,,toiletries,2.3,2.3,1.0,30089.1,5676543673524812,479
468,Clifton Scott,Clifton_Scott669@aol.com,Eugene,61642,2096755666,Austria,2017-12-26,67459-3002,2020-03-12,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cactus,a beautiful prickly,plants,10.0,50.0,5.0,116.25,5228350741874187,341
743,Diane Turner,DianeTurner328@msn.com,Sacramento,39536,2091374990,Guernsey,2019-12-15,10424-6732,2020-04-19,The Full Cart,Oregon,93455,5342 Ligula. Ave,tooth paste,,toiletries,2.3,6.9,3.0,314.6,5308440644263226,336
